timeDeltas	HMD	RightTracker	LeftTracker
111332	0,327 1,611 0,588 0,080 -0,077 -0,073 0,991	0,580 0,947 1,434 0,974 -0,116 -0,194 0,017	0,364 1,613 1,138 -0,363 -0,575 -0,610 0,406
111346	0,326 1,611 0,588 0,081 -0,076 -0,071 0,991	0,580 0,947 1,434 0,974 -0,117 -0,194 0,017	0,364 1,613 1,138 -0,363 -0,575 -0,610 0,406
111359	0,326 1,611 0,588 0,081 -0,076 -0,071 0,991	0,580 0,947 1,434 0,974 -0,117 -0,194 0,017	0,364 1,613 1,138 -0,363 -0,575 -0,610 0,406
111381	0,327 1,611 0,588 0,080 -0,075 -0,072 0,991	0,580 0,947 1,434 0,974 -0,116 -0,194 0,017	0,364 1,614 1,138 -0,362 -0,575 -0,610 0,407
111393	0,327 1,611 0,588 0,080 -0,075 -0,072 0,991	0,580 0,947 1,434 0,974 -0,116 -0,194 0,017	0,364 1,614 1,138 -0,362 -0,575 -0,610 0,407
111411	0,327 1,611 0,588 0,080 -0,075 -0,072 0,991	0,580 0,947 1,434 0,974 -0,116 -0,194 0,017	0,364 1,614 1,138 -0,362 -0,575 -0,610 0,407
111419	0,327 1,611 0,588 0,080 -0,075 -0,072 0,991	0,580 0,947 1,434 0,974 -0,116 -0,194 0,017	0,364 1,614 1,138 -0,362 -0,575 -0,610 0,407
111430	0,327 1,611 0,588 0,080 -0,075 -0,072 0,991	0,580 0,947 1,434 0,974 -0,116 -0,194 0,017	0,364 1,614 1,138 -0,362 -0,575 -0,610 0,407
111438	0,327 1,610 0,588 0,081 -0,075 -0,072 0,991	0,580 0,947 1,434 0,974 -0,116 -0,194 0,017	0,364 1,614 1,138 -0,362 -0,576 -0,610 0,406
111457	0,327 1,610 0,588 0,081 -0,075 -0,072 0,991	0,580 0,947 1,434 0,974 -0,116 -0,194 0,017	0,364 1,614 1,138 -0,362 -0,576 -0,610 0,406
111466	0,327 1,610 0,588 0,081 -0,075 -0,072 0,991	0,580 0,947 1,434 0,974 -0,116 -0,194 0,017	0,364 1,614 1,138 -0,362 -0,576 -0,610 0,406
111474	0,327 1,610 0,588 0,081 -0,075 -0,072 0,991	0,580 0,947 1,434 0,974 -0,116 -0,194 0,017	0,364 1,614 1,138 -0,362 -0,576 -0,610 0,406
111515	0,327 1,610 0,588 0,081 -0,075 -0,072 0,991	0,580 0,947 1,434 0,974 -0,116 -0,194 0,017	0,364 1,614 1,138 -0,362 -0,576 -0,610 0,406
111526	0,327 1,610 0,589 0,082 -0,074 -0,073 0,991	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,614 1,138 -0,363 -0,574 -0,611 0,406
111536	0,327 1,610 0,589 0,082 -0,074 -0,073 0,991	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,614 1,138 -0,363 -0,574 -0,611 0,406
111572	0,327 1,610 0,589 0,082 -0,074 -0,073 0,991	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,614 1,138 -0,363 -0,574 -0,611 0,406
111582	0,327 1,610 0,589 0,082 -0,076 -0,073 0,991	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,613 1,138 -0,364 -0,573 -0,612 0,405
111593	0,327 1,610 0,589 0,082 -0,076 -0,073 0,991	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,613 1,138 -0,364 -0,573 -0,612 0,405
111635	0,327 1,610 0,589 0,082 -0,076 -0,073 0,991	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,613 1,138 -0,364 -0,573 -0,612 0,405
111648	0,327 1,610 0,589 0,081 -0,078 -0,075 0,991	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,613 1,138 -0,364 -0,573 -0,611 0,406
111659	0,327 1,610 0,589 0,081 -0,078 -0,075 0,991	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,613 1,138 -0,364 -0,573 -0,611 0,406
111679	0,327 1,611 0,588 0,080 -0,079 -0,075 0,991	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,613 1,138 -0,365 -0,571 -0,613 0,406
111706	0,327 1,611 0,588 0,080 -0,079 -0,075 0,991	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,613 1,138 -0,365 -0,571 -0,613 0,406
111726	0,327 1,611 0,588 0,080 -0,079 -0,075 0,991	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,613 1,138 -0,365 -0,571 -0,613 0,406
111742	0,326 1,611 0,588 0,080 -0,079 -0,075 0,991	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,613 1,138 -0,365 -0,572 -0,612 0,406
111759	0,326 1,611 0,588 0,080 -0,079 -0,075 0,991	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,613 1,138 -0,365 -0,572 -0,612 0,406
111774	0,326 1,611 0,588 0,080 -0,079 -0,075 0,991	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,613 1,138 -0,365 -0,572 -0,612 0,406
111784	0,326 1,611 0,588 0,080 -0,079 -0,075 0,991	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,613 1,138 -0,365 -0,572 -0,612 0,406
111805	0,326 1,610 0,589 0,081 -0,080 -0,075 0,991	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,613 1,138 -0,363 -0,573 -0,612 0,407
111834	0,326 1,610 0,589 0,081 -0,080 -0,075 0,991	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,613 1,138 -0,363 -0,573 -0,612 0,407
111878	0,326 1,610 0,589 0,081 -0,080 -0,075 0,991	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,613 1,138 -0,363 -0,573 -0,612 0,407
111889	0,326 1,610 0,589 0,082 -0,080 -0,075 0,991	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,613 1,139 -0,363 -0,572 -0,613 0,406
111897	0,326 1,610 0,589 0,082 -0,080 -0,075 0,991	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,613 1,139 -0,363 -0,572 -0,613 0,406
111938	0,326 1,610 0,589 0,082 -0,080 -0,075 0,991	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,613 1,139 -0,363 -0,572 -0,613 0,406
111973	0,325 1,610 0,589 0,083 -0,082 -0,075 0,990	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,613 1,138 -0,363 -0,574 -0,612 0,406
111992	0,325 1,610 0,590 0,084 -0,083 -0,075 0,990	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,613 1,139 -0,362 -0,572 -0,614 0,405
112014	0,325 1,610 0,590 0,084 -0,083 -0,075 0,990	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,613 1,139 -0,362 -0,572 -0,614 0,405
112025	0,325 1,610 0,590 0,084 -0,083 -0,075 0,990	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,613 1,139 -0,362 -0,572 -0,614 0,405
112033	0,325 1,610 0,590 0,084 -0,083 -0,075 0,990	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,613 1,139 -0,362 -0,572 -0,614 0,405
112083	0,325 1,610 0,590 0,084 -0,083 -0,075 0,990	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,364 1,613 1,139 -0,362 -0,572 -0,614 0,405
112094	0,324 1,609 0,590 0,086 -0,084 -0,075 0,990	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,614 1,139 -0,362 -0,572 -0,615 0,405
112105	0,324 1,609 0,590 0,086 -0,084 -0,075 0,990	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,614 1,139 -0,362 -0,572 -0,615 0,405
112112	0,324 1,609 0,590 0,086 -0,084 -0,075 0,990	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,614 1,139 -0,362 -0,572 -0,615 0,405
112144	0,324 1,609 0,590 0,086 -0,084 -0,075 0,990	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,614 1,139 -0,362 -0,572 -0,615 0,405
112154	0,323 1,609 0,590 0,086 -0,087 -0,074 0,990	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,613 1,139 -0,362 -0,572 -0,615 0,404
112182	0,323 1,609 0,590 0,086 -0,087 -0,074 0,990	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,364 1,613 1,139 -0,362 -0,572 -0,615 0,404
112211	0,323 1,608 0,591 0,089 -0,089 -0,075 0,989	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,365 1,613 1,139 -0,363 -0,570 -0,616 0,404
112222	0,323 1,608 0,591 0,089 -0,089 -0,075 0,989	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,365 1,613 1,139 -0,363 -0,570 -0,616 0,404
112231	0,323 1,608 0,591 0,089 -0,089 -0,075 0,989	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,365 1,613 1,139 -0,363 -0,570 -0,616 0,404
112248	0,323 1,608 0,591 0,089 -0,089 -0,075 0,989	0,580 0,947 1,434 0,974 -0,116 -0,193 0,017	0,365 1,613 1,139 -0,363 -0,570 -0,616 0,404
112256	0,322 1,607 0,593 0,092 -0,088 -0,074 0,989	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,365 1,613 1,139 -0,363 -0,568 -0,618 0,404
112264	0,322 1,607 0,593 0,092 -0,088 -0,074 0,989	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,365 1,613 1,139 -0,363 -0,568 -0,618 0,404
112274	0,322 1,607 0,593 0,092 -0,088 -0,074 0,989	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,365 1,613 1,139 -0,363 -0,568 -0,618 0,404
112320	0,322 1,607 0,593 0,092 -0,088 -0,074 0,989	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,365 1,613 1,139 -0,363 -0,568 -0,618 0,404
112345	0,323 1,607 0,592 0,091 -0,088 -0,074 0,989	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,365 1,613 1,139 -0,363 -0,569 -0,617 0,404
112355	0,323 1,607 0,592 0,091 -0,088 -0,074 0,989	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,365 1,613 1,139 -0,363 -0,569 -0,617 0,404
112362	0,323 1,607 0,592 0,091 -0,088 -0,074 0,989	0,580 0,947 1,434 0,974 -0,117 -0,193 0,017	0,365 1,613 1,139 -0,363 -0,569 -0,617 0,404
112383	0,322 1,605 0,594 0,096 -0,088 -0,073 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,361 -0,569 -0,617 0,405
112392	0,322 1,605 0,594 0,096 -0,088 -0,073 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,361 -0,569 -0,617 0,405
112400	0,322 1,605 0,594 0,096 -0,088 -0,073 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,361 -0,569 -0,617 0,405
112439	0,322 1,605 0,594 0,096 -0,088 -0,073 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,361 -0,569 -0,617 0,405
112448	0,322 1,605 0,593 0,095 -0,088 -0,074 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,614 1,139 -0,362 -0,568 -0,618 0,406
112456	0,322 1,605 0,593 0,095 -0,088 -0,074 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,614 1,139 -0,362 -0,568 -0,618 0,406
112490	0,322 1,605 0,593 0,095 -0,088 -0,074 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,614 1,139 -0,362 -0,568 -0,618 0,406
112546	0,322 1,605 0,593 0,095 -0,088 -0,074 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,614 1,139 -0,362 -0,568 -0,618 0,406
112556	0,322 1,606 0,593 0,092 -0,090 -0,076 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,364 -0,568 -0,618 0,404
112569	0,322 1,606 0,593 0,092 -0,090 -0,076 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,364 -0,568 -0,618 0,404
112577	0,322 1,606 0,593 0,092 -0,090 -0,076 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,364 -0,568 -0,618 0,404
112587	0,322 1,606 0,593 0,092 -0,090 -0,076 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,364 -0,568 -0,618 0,404
112597	0,322 1,606 0,593 0,092 -0,090 -0,076 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,364 -0,568 -0,618 0,404
112636	0,322 1,606 0,593 0,092 -0,090 -0,076 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,364 -0,568 -0,618 0,404
112655	0,322 1,606 0,593 0,093 -0,089 -0,076 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,364 -0,568 -0,618 0,404
112670	0,322 1,606 0,593 0,093 -0,089 -0,076 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,364 -0,568 -0,618 0,404
112684	0,322 1,606 0,593 0,093 -0,090 -0,076 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,364 -0,569 -0,618 0,403
112701	0,322 1,606 0,593 0,093 -0,090 -0,076 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,364 -0,569 -0,618 0,403
112713	0,322 1,606 0,593 0,093 -0,090 -0,076 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,364 -0,569 -0,618 0,403
112722	0,322 1,606 0,593 0,093 -0,090 -0,076 0,989	0,580 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,364 -0,569 -0,618 0,403
112755	0,322 1,606 0,593 0,093 -0,090 -0,075 0,989	0,581 0,947 1,434 0,974 -0,117 -0,192 0,017	0,365 1,613 1,139 -0,363 -0,569 -0,617 0,403
112766	0,322 1,606 0,593 0,093 -0,090 -0,075 0,989	0,581 0,947 1,434 0,974 -0,117 -0,192 0,017	0,365 1,613 1,139 -0,363 -0,569 -0,617 0,403
112776	0,322 1,606 0,593 0,093 -0,090 -0,075 0,989	0,581 0,947 1,434 0,974 -0,117 -0,192 0,017	0,365 1,613 1,139 -0,363 -0,569 -0,617 0,403
112795	0,322 1,606 0,593 0,094 -0,090 -0,074 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,363 -0,568 -0,618 0,404
112805	0,322 1,606 0,593 0,094 -0,090 -0,074 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,363 -0,568 -0,618 0,404
112813	0,322 1,606 0,593 0,094 -0,090 -0,074 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,363 -0,568 -0,618 0,404
112824	0,322 1,606 0,593 0,094 -0,090 -0,074 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,363 -0,568 -0,618 0,404
112831	0,322 1,606 0,593 0,094 -0,090 -0,074 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,363 -0,568 -0,618 0,404
112859	0,322 1,606 0,593 0,094 -0,090 -0,074 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,363 -0,568 -0,618 0,404
112870	0,321 1,606 0,593 0,094 -0,089 -0,073 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,016	0,365 1,613 1,139 -0,362 -0,570 -0,617 0,405
112881	0,321 1,606 0,593 0,094 -0,089 -0,073 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,016	0,365 1,613 1,139 -0,362 -0,570 -0,617 0,405
112892	0,321 1,606 0,593 0,094 -0,089 -0,073 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,016	0,365 1,613 1,139 -0,362 -0,570 -0,617 0,405
112924	0,321 1,606 0,593 0,094 -0,089 -0,073 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,016	0,365 1,613 1,139 -0,362 -0,570 -0,617 0,405
112934	0,321 1,605 0,593 0,095 -0,090 -0,074 0,989	0,581 0,947 1,434 0,974 -0,117 -0,192 0,017	0,364 1,614 1,139 -0,361 -0,571 -0,616 0,405
112941	0,321 1,605 0,593 0,095 -0,090 -0,074 0,989	0,581 0,947 1,434 0,974 -0,117 -0,192 0,017	0,364 1,614 1,139 -0,361 -0,571 -0,616 0,405
112975	0,321 1,605 0,593 0,095 -0,090 -0,074 0,989	0,581 0,947 1,434 0,974 -0,117 -0,192 0,017	0,364 1,614 1,139 -0,361 -0,571 -0,616 0,405
112983	0,320 1,606 0,593 0,095 -0,092 -0,073 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,017	0,364 1,614 1,139 -0,362 -0,569 -0,616 0,407
112991	0,320 1,606 0,593 0,095 -0,092 -0,073 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,017	0,364 1,614 1,139 -0,362 -0,569 -0,616 0,407
113002	0,320 1,607 0,593 0,094 -0,092 -0,072 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,017	0,364 1,614 1,139 -0,362 -0,570 -0,616 0,405
113033	0,320 1,607 0,593 0,094 -0,092 -0,072 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,017	0,364 1,614 1,139 -0,362 -0,570 -0,616 0,405
113044	0,320 1,607 0,593 0,094 -0,092 -0,072 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,017	0,364 1,614 1,139 -0,362 -0,570 -0,616 0,405
113051	0,320 1,607 0,593 0,094 -0,092 -0,072 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,017	0,364 1,614 1,139 -0,362 -0,570 -0,616 0,405
113087	0,320 1,607 0,593 0,094 -0,092 -0,072 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,017	0,364 1,614 1,139 -0,362 -0,570 -0,616 0,405
113101	0,320 1,606 0,593 0,093 -0,093 -0,073 0,989	0,581 0,947 1,434 0,974 -0,116 -0,192 0,017	0,365 1,613 1,139 -0,362 -0,570 -0,617 0,404
113125	0,319 1,607 0,593 0,093 -0,095 -0,074 0,988	0,581 0,947 1,434 0,974 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,363 -0,571 -0,616 0,403
113148	0,319 1,607 0,593 0,093 -0,095 -0,074 0,988	0,581 0,947 1,434 0,974 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,363 -0,571 -0,616 0,403
113158	0,319 1,607 0,593 0,093 -0,095 -0,074 0,988	0,581 0,947 1,434 0,974 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,363 -0,571 -0,616 0,403
113174	0,320 1,607 0,592 0,092 -0,096 -0,075 0,988	0,581 0,947 1,434 0,974 -0,116 -0,191 0,017	0,365 1,613 1,139 -0,363 -0,571 -0,616 0,404
113195	0,320 1,607 0,592 0,092 -0,096 -0,075 0,988	0,581 0,947 1,434 0,974 -0,116 -0,191 0,017	0,365 1,613 1,139 -0,363 -0,571 -0,616 0,404
113202	0,320 1,607 0,592 0,092 -0,096 -0,075 0,988	0,581 0,947 1,434 0,974 -0,116 -0,191 0,017	0,365 1,613 1,139 -0,363 -0,571 -0,616 0,404
113224	0,319 1,606 0,592 0,091 -0,096 -0,074 0,988	0,581 0,947 1,434 0,974 -0,116 -0,191 0,017	0,365 1,613 1,139 -0,363 -0,570 -0,617 0,402
113237	0,319 1,606 0,592 0,091 -0,096 -0,074 0,988	0,581 0,947 1,434 0,974 -0,116 -0,191 0,017	0,365 1,613 1,139 -0,363 -0,570 -0,617 0,402
113252	0,319 1,606 0,592 0,091 -0,096 -0,074 0,988	0,581 0,947 1,434 0,974 -0,116 -0,191 0,017	0,365 1,613 1,139 -0,363 -0,570 -0,617 0,402
113313	0,319 1,606 0,592 0,091 -0,096 -0,074 0,988	0,581 0,947 1,434 0,974 -0,116 -0,191 0,017	0,365 1,613 1,139 -0,363 -0,570 -0,617 0,402
113323	0,319 1,606 0,593 0,093 -0,095 -0,073 0,988	0,581 0,947 1,434 0,974 -0,116 -0,191 0,017	0,365 1,613 1,139 -0,363 -0,571 -0,616 0,403
113356	0,319 1,606 0,593 0,095 -0,093 -0,072 0,989	0,581 0,947 1,434 0,974 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,362 -0,572 -0,616 0,404
113368	0,319 1,606 0,593 0,095 -0,093 -0,072 0,989	0,581 0,947 1,434 0,974 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,362 -0,572 -0,616 0,404
113383	0,319 1,606 0,593 0,095 -0,093 -0,072 0,989	0,581 0,947 1,434 0,974 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,362 -0,572 -0,616 0,404
113413	0,319 1,606 0,593 0,095 -0,092 -0,072 0,989	0,581 0,947 1,434 0,974 -0,117 -0,191 0,016	0,364 1,613 1,139 -0,362 -0,571 -0,615 0,405
113432	0,319 1,606 0,593 0,095 -0,092 -0,072 0,989	0,581 0,947 1,434 0,974 -0,117 -0,191 0,016	0,364 1,613 1,139 -0,362 -0,571 -0,615 0,405
113447	0,319 1,606 0,593 0,095 -0,092 -0,072 0,989	0,581 0,947 1,434 0,974 -0,117 -0,191 0,016	0,364 1,613 1,139 -0,362 -0,571 -0,615 0,405
113482	0,319 1,606 0,593 0,095 -0,092 -0,072 0,989	0,581 0,947 1,434 0,974 -0,117 -0,191 0,016	0,364 1,613 1,139 -0,362 -0,571 -0,615 0,405
113508	0,319 1,606 0,593 0,093 -0,094 -0,072 0,989	0,581 0,947 1,434 0,975 -0,116 -0,191 0,017	0,364 1,613 1,139 -0,362 -0,571 -0,616 0,405
113546	0,317 1,608 0,592 0,091 -0,096 -0,072 0,989	0,581 0,947 1,434 0,975 -0,117 -0,191 0,016	0,365 1,613 1,139 -0,364 -0,570 -0,616 0,404
113565	0,317 1,608 0,592 0,091 -0,096 -0,072 0,989	0,581 0,947 1,434 0,975 -0,117 -0,191 0,016	0,365 1,613 1,139 -0,364 -0,570 -0,616 0,404
113609	0,317 1,608 0,592 0,091 -0,096 -0,072 0,989	0,581 0,947 1,434 0,975 -0,117 -0,191 0,016	0,365 1,613 1,139 -0,364 -0,570 -0,616 0,404
113618	0,319 1,608 0,591 0,088 -0,101 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,191 0,017	0,364 1,613 1,139 -0,363 -0,571 -0,615 0,405
113625	0,319 1,608 0,591 0,088 -0,101 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,191 0,017	0,364 1,613 1,139 -0,363 -0,571 -0,615 0,405
113639	0,319 1,608 0,591 0,088 -0,101 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,191 0,017	0,364 1,613 1,139 -0,363 -0,571 -0,615 0,405
113677	0,318 1,608 0,591 0,088 -0,099 -0,074 0,988	0,581 0,947 1,434 0,975 -0,117 -0,191 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,615 0,404
113736	0,318 1,608 0,591 0,088 -0,099 -0,074 0,988	0,581 0,947 1,434 0,975 -0,117 -0,191 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,615 0,404
113747	0,318 1,608 0,591 0,089 -0,099 -0,074 0,988	0,581 0,947 1,434 0,975 -0,117 -0,191 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,615 0,404
113817	0,318 1,608 0,591 0,089 -0,097 -0,074 0,988	0,581 0,947 1,434 0,975 -0,117 -0,191 0,016	0,365 1,613 1,139 -0,363 -0,571 -0,616 0,404
113848	0,318 1,608 0,591 0,089 -0,097 -0,074 0,988	0,581 0,947 1,434 0,975 -0,117 -0,191 0,016	0,365 1,613 1,139 -0,363 -0,571 -0,616 0,404
113875	0,319 1,608 0,591 0,089 -0,098 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,615 0,403
113884	0,319 1,608 0,591 0,089 -0,098 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,615 0,403
113901	0,319 1,608 0,591 0,089 -0,098 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,615 0,403
113930	0,319 1,608 0,591 0,089 -0,098 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,615 0,403
113939	0,319 1,608 0,591 0,089 -0,098 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,615 0,403
113960	0,319 1,608 0,591 0,088 -0,099 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,365 -0,570 -0,615 0,404
113970	0,319 1,608 0,591 0,088 -0,099 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,365 -0,570 -0,615 0,404
113988	0,319 1,608 0,591 0,088 -0,099 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,365 -0,570 -0,615 0,404
114003	0,319 1,608 0,591 0,088 -0,099 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,365 -0,570 -0,615 0,404
114017	0,319 1,608 0,591 0,088 -0,099 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,191 0,016	0,365 1,613 1,139 -0,365 -0,570 -0,615 0,404
114028	0,319 1,608 0,591 0,089 -0,098 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,190 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,614 0,405
114039	0,319 1,608 0,591 0,089 -0,098 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,190 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,614 0,405
114048	0,319 1,608 0,591 0,089 -0,098 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,190 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,614 0,405
114060	0,319 1,608 0,591 0,089 -0,098 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,190 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,614 0,405
114071	0,319 1,608 0,591 0,089 -0,098 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,190 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,614 0,405
114080	0,319 1,608 0,591 0,089 -0,098 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,190 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,614 0,405
114093	0,319 1,608 0,591 0,089 -0,098 -0,075 0,988	0,581 0,947 1,434 0,975 -0,116 -0,190 0,016	0,365 1,613 1,139 -0,364 -0,571 -0,614 0,405
