timeDeltas	HMD	RightTracker	LeftTracker
24755	0,208 1,653 0,283 0,172 -0,067 -0,025 0,983	0,295 0,680 0,323 0,519 -0,508 0,339 0,598	0,056 0,729 0,343 0,214 0,636 -0,569 0,476
24784	0,208 1,653 0,283 0,172 -0,067 -0,025 0,983	0,295 0,680 0,323 0,519 -0,508 0,339 0,598	0,056 0,729 0,343 0,214 0,636 -0,569 0,476
24794	0,208 1,652 0,284 0,174 -0,071 -0,026 0,982	0,278 0,683 0,320 0,501 -0,534 0,336 0,592	0,070 0,738 0,370 0,269 0,500 -0,564 0,600
24803	0,208 1,651 0,285 0,177 -0,075 -0,026 0,981	0,279 0,683 0,311 0,453 -0,604 0,429 0,496	0,092 0,741 0,368 0,331 0,505 -0,488 0,631
24814	0,208 1,651 0,285 0,177 -0,075 -0,026 0,981	0,279 0,683 0,311 0,453 -0,604 0,429 0,496	0,092 0,741 0,368 0,331 0,505 -0,488 0,631
24844	0,209 1,651 0,285 0,178 -0,076 -0,027 0,981	0,285 0,685 0,309 0,422 -0,623 0,500 0,429	0,105 0,740 0,357 0,378 0,559 -0,441 0,592
24859	0,209 1,650 0,286 0,178 -0,077 -0,028 0,981	0,280 0,686 0,322 0,352 -0,629 0,597 0,353	0,118 0,748 0,342 0,436 0,627 -0,356 0,539
24867	0,209 1,650 0,286 0,178 -0,078 -0,029 0,981	0,274 0,683 0,324 0,291 -0,637 0,633 0,328	0,127 0,752 0,338 0,459 0,645 -0,314 0,524
24876	0,209 1,650 0,286 0,178 -0,078 -0,029 0,981	0,274 0,683 0,324 0,291 -0,637 0,633 0,328	0,127 0,752 0,338 0,459 0,645 -0,314 0,524
24899	0,209 1,650 0,286 0,178 -0,078 -0,030 0,980	0,272 0,686 0,328 0,227 -0,650 0,658 0,304	0,135 0,752 0,343 0,480 0,628 -0,297 0,537
24909	0,210 1,651 0,286 0,177 -0,078 -0,029 0,981	0,271 0,686 0,328 0,191 -0,661 0,674 0,270	0,136 0,753 0,349 0,491 0,604 -0,291 0,557
24919	0,210 1,652 0,286 0,176 -0,077 -0,029 0,981	0,270 0,690 0,330 0,099 -0,676 0,711 0,166	0,147 0,755 0,367 0,524 0,568 -0,255 0,582
24936	0,210 1,652 0,286 0,176 -0,077 -0,029 0,981	0,270 0,690 0,330 0,099 -0,676 0,711 0,166	0,147 0,755 0,367 0,524 0,568 -0,255 0,582
24957	0,210 1,652 0,286 0,174 -0,078 -0,029 0,981	0,276 0,690 0,329 0,075 -0,684 0,721 0,081	0,146 0,755 0,381 0,538 0,520 -0,260 0,610
24966	0,210 1,652 0,286 0,171 -0,079 -0,029 0,982	0,279 0,694 0,331 -0,029 0,684 -0,728 0,019	0,148 0,757 0,403 0,561 0,460 -0,256 0,639
24984	0,211 1,652 0,286 0,170 -0,078 -0,029 0,982	0,283 0,696 0,331 -0,010 0,686 -0,723 0,082	0,145 0,760 0,419 0,564 0,409 -0,266 0,666
24992	0,211 1,653 0,286 0,167 -0,077 -0,030 0,982	0,285 0,704 0,333 0,040 0,681 -0,707 0,189	0,144 0,766 0,450 0,563 0,327 -0,267 0,711
25020	0,211 1,652 0,286 0,168 -0,077 -0,030 0,982	0,287 0,703 0,331 0,036 0,692 -0,703 0,161	0,142 0,768 0,447 0,546 0,342 -0,264 0,717
25041	0,212 1,653 0,286 0,165 -0,075 -0,031 0,983	0,284 0,717 0,332 0,125 0,687 -0,658 0,281	0,142 0,787 0,492 0,519 0,239 -0,244 0,784
25052	0,211 1,653 0,286 0,165 -0,075 -0,030 0,983	0,285 0,716 0,331 0,130 0,694 -0,659 0,260	0,142 0,788 0,488 0,519 0,261 -0,237 0,779
25085	0,212 1,653 0,285 0,162 -0,073 -0,030 0,984	0,276 0,732 0,329 0,237 0,687 -0,600 0,335	0,150 0,817 0,525 0,479 0,222 -0,186 0,828
25098	0,212 1,653 0,285 0,160 -0,069 -0,030 0,984	0,263 0,756 0,331 0,359 0,654 -0,534 0,398	0,164 0,858 0,563 0,410 0,216 -0,119 0,878
25108	0,212 1,653 0,285 0,160 -0,069 -0,030 0,984	0,263 0,756 0,331 0,359 0,654 -0,534 0,398	0,164 0,858 0,563 0,410 0,216 -0,119 0,878
25135	0,212 1,653 0,285 0,160 -0,069 -0,029 0,984	0,263 0,759 0,333 0,361 0,646 -0,532 0,412	0,166 0,864 0,567 0,397 0,222 -0,120 0,883
25155	0,212 1,654 0,284 0,158 -0,067 -0,028 0,985	0,255 0,778 0,338 0,417 0,608 -0,479 0,477	0,179 0,897 0,587 0,335 0,226 -0,101 0,909
25166	0,212 1,655 0,283 0,155 -0,066 -0,026 0,985	0,248 0,790 0,341 0,452 0,581 -0,436 0,517	0,190 0,922 0,598 0,295 0,239 -0,104 0,919
25180	0,212 1,655 0,283 0,155 -0,066 -0,026 0,985	0,248 0,790 0,341 0,452 0,581 -0,436 0,517	0,190 0,922 0,598 0,295 0,239 -0,104 0,919
25189	0,212 1,655 0,283 0,154 -0,066 -0,026 0,986	0,239 0,798 0,344 0,489 0,558 -0,402 0,537	0,200 0,938 0,602 0,274 0,262 -0,124 0,917
25198	0,212 1,655 0,283 0,154 -0,066 -0,026 0,986	0,239 0,798 0,344 0,489 0,558 -0,402 0,537	0,200 0,938 0,602 0,274 0,262 -0,124 0,917
25206	0,212 1,655 0,282 0,154 -0,065 -0,026 0,986	0,232 0,803 0,345 0,520 0,538 -0,388 0,538	0,208 0,949 0,604 0,256 0,285 -0,148 0,912
25214	0,212 1,655 0,282 0,154 -0,065 -0,026 0,986	0,232 0,803 0,345 0,520 0,538 -0,388 0,538	0,208 0,949 0,604 0,256 0,285 -0,148 0,912
25222	0,212 1,655 0,281 0,152 -0,065 -0,026 0,986	0,209 0,817 0,348 0,599 0,477 -0,364 0,530	0,224 0,972 0,606 0,201 0,320 -0,217 0,900
25229	0,212 1,655 0,281 0,152 -0,065 -0,026 0,986	0,209 0,817 0,348 0,599 0,477 -0,364 0,530	0,224 0,972 0,606 0,201 0,320 -0,217 0,900
25237	0,212 1,655 0,281 0,152 -0,065 -0,026 0,986	0,209 0,817 0,348 0,599 0,477 -0,364 0,530	0,224 0,972 0,606 0,201 0,320 -0,217 0,900
25253	0,212 1,655 0,281 0,151 -0,065 -0,026 0,986	0,202 0,819 0,352 0,618 0,452 -0,377 0,521	0,228 0,979 0,607 0,177 0,315 -0,252 0,898
25268	0,212 1,655 0,281 0,151 -0,065 -0,026 0,986	0,202 0,819 0,352 0,618 0,452 -0,377 0,521	0,228 0,979 0,607 0,177 0,315 -0,252 0,898
25279	0,212 1,655 0,281 0,151 -0,065 -0,026 0,986	0,202 0,819 0,352 0,618 0,452 -0,377 0,521	0,228 0,979 0,607 0,177 0,315 -0,252 0,898
25294	0,211 1,656 0,280 0,149 -0,066 -0,027 0,986	0,177 0,832 0,364 0,665 0,366 -0,383 0,527	0,244 0,998 0,605 0,089 0,328 -0,363 0,868
25310	0,211 1,656 0,280 0,149 -0,066 -0,027 0,986	0,177 0,832 0,364 0,665 0,366 -0,383 0,527	0,244 0,998 0,605 0,089 0,328 -0,363 0,868
25319	0,211 1,656 0,279 0,147 -0,066 -0,027 0,987	0,153 0,851 0,383 0,691 0,276 -0,379 0,551	0,254 1,000 0,589 0,055 0,411 -0,504 0,758
25330	0,211 1,656 0,279 0,147 -0,066 -0,027 0,987	0,153 0,851 0,383 0,691 0,276 -0,379 0,551	0,254 1,000 0,589 0,055 0,411 -0,504 0,758
25338	0,211 1,656 0,278 0,146 -0,066 -0,027 0,987	0,146 0,858 0,394 0,682 0,248 -0,376 0,577	0,258 0,983 0,574 0,108 0,531 -0,541 0,644
25355	0,211 1,656 0,278 0,146 -0,066 -0,027 0,987	0,146 0,858 0,394 0,682 0,248 -0,376 0,577	0,258 0,983 0,574 0,108 0,531 -0,541 0,644
25365	0,212 1,657 0,277 0,145 -0,064 -0,026 0,987	0,136 0,868 0,411 0,668 0,207 -0,376 0,608	0,253 0,968 0,557 0,120 0,621 -0,590 0,502
25374	0,212 1,657 0,277 0,144 -0,063 -0,026 0,987	0,130 0,879 0,423 0,657 0,176 -0,387 0,622	0,246 0,970 0,546 0,147 0,646 -0,617 0,425
25390	0,212 1,657 0,277 0,144 -0,063 -0,026 0,987	0,130 0,879 0,423 0,657 0,176 -0,387 0,622	0,246 0,970 0,546 0,147 0,646 -0,617 0,425
25403	0,212 1,658 0,276 0,143 -0,062 -0,026 0,987	0,124 0,884 0,432 0,653 0,153 -0,398 0,626	0,248 0,972 0,541 0,169 0,663 -0,595 0,421
25413	0,212 1,658 0,276 0,143 -0,062 -0,026 0,987	0,124 0,884 0,432 0,653 0,153 -0,398 0,626	0,248 0,972 0,541 0,169 0,663 -0,595 0,421
25425	0,212 1,658 0,276 0,142 -0,061 -0,025 0,988	0,119 0,887 0,442 0,646 0,133 -0,408 0,631	0,249 0,977 0,544 0,199 0,656 -0,554 0,473
25434	0,212 1,658 0,276 0,142 -0,061 -0,025 0,988	0,119 0,887 0,442 0,646 0,133 -0,408 0,631	0,249 0,977 0,544 0,199 0,656 -0,554 0,473
25444	0,212 1,658 0,275 0,141 -0,060 -0,025 0,988	0,116 0,889 0,453 0,636 0,118 -0,419 0,637	0,248 0,979 0,549 0,248 0,628 -0,526 0,517
25456	0,212 1,658 0,275 0,141 -0,060 -0,025 0,988	0,116 0,889 0,453 0,636 0,118 -0,419 0,637	0,248 0,979 0,549 0,248 0,628 -0,526 0,517
25472	0,213 1,659 0,275 0,139 -0,060 -0,025 0,988	0,116 0,893 0,462 0,620 0,111 -0,429 0,647	0,246 0,976 0,554 0,288 0,593 -0,515 0,549
25484	0,213 1,659 0,275 0,139 -0,060 -0,025 0,988	0,116 0,893 0,462 0,620 0,111 -0,429 0,647	0,246 0,976 0,554 0,288 0,593 -0,515 0,549
25495	0,216 1,660 0,274 0,139 -0,059 -0,025 0,988	0,115 0,897 0,473 0,594 0,121 -0,435 0,665	0,242 0,972 0,561 0,316 0,555 -0,510 0,576
25518	0,216 1,660 0,274 0,139 -0,059 -0,025 0,988	0,115 0,897 0,473 0,594 0,121 -0,435 0,665	0,242 0,972 0,561 0,316 0,555 -0,510 0,576
25535	0,217 1,661 0,273 0,138 -0,059 -0,025 0,988	0,122 0,898 0,483 0,563 0,143 -0,443 0,683	0,236 0,965 0,568 0,347 0,516 -0,509 0,595
25549	0,217 1,661 0,273 0,138 -0,059 -0,025 0,988	0,122 0,898 0,483 0,563 0,143 -0,443 0,683	0,236 0,965 0,568 0,347 0,516 -0,509 0,595
25556	0,218 1,661 0,272 0,137 -0,058 -0,024 0,989	0,135 0,895 0,493 0,528 0,173 -0,454 0,696	0,228 0,960 0,574 0,384 0,467 -0,512 0,610
25564	0,218 1,661 0,272 0,137 -0,058 -0,024 0,989	0,135 0,895 0,493 0,528 0,173 -0,454 0,696	0,228 0,960 0,574 0,384 0,467 -0,512 0,610
25582	0,217 1,661 0,272 0,137 -0,058 -0,024 0,989	0,143 0,895 0,493 0,522 0,195 -0,459 0,692	0,220 0,964 0,571 0,428 0,455 -0,501 0,599
25595	0,216 1,661 0,272 0,137 -0,057 -0,025 0,989	0,153 0,892 0,492 0,518 0,225 -0,465 0,682	0,213 0,965 0,569 0,467 0,442 -0,486 0,593
25605	0,216 1,661 0,272 0,137 -0,057 -0,025 0,989	0,153 0,892 0,492 0,518 0,225 -0,465 0,682	0,213 0,965 0,569 0,467 0,442 -0,486 0,593
25612	0,216 1,661 0,272 0,136 -0,056 -0,024 0,989	0,163 0,888 0,489 0,515 0,258 -0,469 0,670	0,207 0,967 0,563 0,502 0,439 -0,466 0,581
25620	0,216 1,661 0,272 0,136 -0,056 -0,024 0,989	0,163 0,888 0,489 0,515 0,258 -0,469 0,670	0,207 0,967 0,563 0,502 0,439 -0,466 0,581
25629	0,216 1,661 0,272 0,136 -0,056 -0,024 0,989	0,163 0,888 0,489 0,515 0,258 -0,469 0,670	0,207 0,967 0,563 0,502 0,439 -0,466 0,581
25641	0,215 1,660 0,272 0,136 -0,056 -0,024 0,989	0,173 0,884 0,484 0,511 0,294 -0,469 0,658	0,204 0,964 0,559 0,540 0,443 -0,447 0,558
25652	0,215 1,660 0,272 0,136 -0,056 -0,024 0,989	0,173 0,884 0,484 0,511 0,294 -0,469 0,658	0,204 0,964 0,559 0,540 0,443 -0,447 0,558
25660	0,215 1,660 0,272 0,136 -0,056 -0,024 0,989	0,182 0,882 0,479 0,506 0,326 -0,469 0,647	0,204 0,963 0,557 0,543 0,454 -0,432 0,559
25668	0,215 1,660 0,272 0,136 -0,056 -0,024 0,989	0,182 0,882 0,479 0,506 0,326 -0,469 0,647	0,204 0,963 0,557 0,543 0,454 -0,432 0,559
25678	0,215 1,660 0,272 0,135 -0,055 -0,024 0,989	0,202 0,880 0,468 0,490 0,390 -0,469 0,623	0,207 0,964 0,557 0,540 0,462 -0,411 0,571
25687	0,215 1,660 0,272 0,135 -0,055 -0,024 0,989	0,202 0,880 0,468 0,490 0,390 -0,469 0,623	0,207 0,964 0,557 0,540 0,462 -0,411 0,571
25697	0,214 1,660 0,272 0,134 -0,055 -0,025 0,989	0,207 0,880 0,463 0,481 0,407 -0,472 0,617	0,208 0,965 0,556 0,549 0,462 -0,402 0,569
25709	0,214 1,660 0,272 0,134 -0,055 -0,025 0,989	0,207 0,880 0,463 0,481 0,407 -0,472 0,617	0,208 0,965 0,556 0,549 0,462 -0,402 0,569
25718	0,214 1,660 0,272 0,133 -0,054 -0,025 0,989	0,225 0,879 0,449 0,457 0,467 -0,474 0,591	0,212 0,968 0,555 0,563 0,467 -0,366 0,576
25727	0,214 1,660 0,272 0,133 -0,054 -0,025 0,989	0,225 0,879 0,449 0,457 0,467 -0,474 0,591	0,212 0,968 0,555 0,563 0,467 -0,366 0,576
25736	0,214 1,660 0,272 0,132 -0,053 -0,025 0,989	0,238 0,877 0,439 0,435 0,512 -0,474 0,569	0,220 0,973 0,558 0,561 0,467 -0,325 0,602
25746	0,214 1,660 0,272 0,132 -0,053 -0,025 0,989	0,238 0,877 0,439 0,435 0,512 -0,474 0,569	0,220 0,973 0,558 0,561 0,467 -0,325 0,602
25760	0,214 1,660 0,272 0,132 -0,053 -0,025 0,989	0,238 0,877 0,439 0,435 0,512 -0,474 0,569	0,220 0,973 0,558 0,561 0,467 -0,325 0,602
25767	0,214 1,660 0,272 0,132 -0,053 -0,025 0,989	0,238 0,877 0,439 0,435 0,512 -0,474 0,569	0,220 0,973 0,558 0,561 0,467 -0,325 0,602
25782	0,214 1,660 0,272 0,132 -0,053 -0,025 0,989	0,238 0,877 0,439 0,435 0,512 -0,474 0,569	0,220 0,973 0,558 0,561 0,467 -0,325 0,602
25797	0,214 1,660 0,273 0,130 -0,051 -0,025 0,990	0,251 0,874 0,424 0,402 0,557 -0,480 0,545	0,237 0,980 0,566 0,545 0,459 -0,243 0,659
25807	0,214 1,660 0,273 0,129 -0,049 -0,025 0,990	0,270 0,860 0,404 0,346 0,618 -0,495 0,504	0,263 1,000 0,582 0,468 0,478 -0,076 0,739
25817	0,214 1,660 0,273 0,129 -0,049 -0,025 0,990	0,270 0,860 0,404 0,346 0,618 -0,495 0,504	0,263 1,000 0,582 0,468 0,478 -0,076 0,739
25826	0,214 1,660 0,273 0,129 -0,048 -0,025 0,990	0,274 0,854 0,396 0,322 0,630 -0,518 0,480	0,271 1,007 0,589 0,435 0,484 0,004 0,759
25833	0,214 1,660 0,273 0,129 -0,048 -0,025 0,990	0,274 0,854 0,396 0,322 0,630 -0,518 0,480	0,271 1,007 0,589 0,435 0,484 0,004 0,759
25850	0,215 1,660 0,273 0,129 -0,047 -0,025 0,990	0,281 0,837 0,385 0,295 0,638 -0,557 0,441	0,271 1,008 0,589 0,428 0,456 0,068 0,777
25857	0,215 1,660 0,273 0,129 -0,047 -0,025 0,990	0,281 0,837 0,385 0,295 0,638 -0,557 0,441	0,271 1,008 0,589 0,428 0,456 0,068 0,777
25866	0,214 1,660 0,274 0,129 -0,046 -0,025 0,990	0,275 0,843 0,376 0,309 0,629 -0,605 0,377	0,267 1,000 0,589 0,498 0,424 0,063 0,753
25877	0,214 1,660 0,274 0,129 -0,046 -0,025 0,990	0,275 0,843 0,376 0,309 0,629 -0,605 0,377	0,267 1,000 0,589 0,498 0,424 0,063 0,753
25889	0,214 1,660 0,274 0,129 -0,046 -0,025 0,990	0,268 0,843 0,363 0,339 0,641 -0,632 0,274	0,256 0,989 0,590 0,557 0,368 0,056 0,742
25898	0,214 1,660 0,274 0,129 -0,046 -0,025 0,990	0,268 0,843 0,363 0,339 0,641 -0,632 0,274	0,256 0,989 0,590 0,557 0,368 0,056 0,742
25911	0,214 1,660 0,274 0,128 -0,046 -0,025 0,990	0,269 0,845 0,351 0,321 0,668 -0,634 0,223	0,245 0,983 0,598 0,545 0,309 0,072 0,776
25919	0,214 1,660 0,274 0,128 -0,046 -0,025 0,990	0,269 0,845 0,351 0,321 0,668 -0,634 0,223	0,245 0,983 0,598 0,545 0,309 0,072 0,776
25929	0,214 1,660 0,274 0,128 -0,046 -0,025 0,990	0,269 0,845 0,351 0,321 0,668 -0,634 0,223	0,245 0,983 0,598 0,545 0,309 0,072 0,776
25939	0,214 1,660 0,274 0,127 -0,046 -0,025 0,990	0,275 0,846 0,340 0,274 0,706 -0,623 0,198	0,237 0,977 0,611 0,540 0,230 0,060 0,807
25953	0,214 1,660 0,274 0,127 -0,046 -0,025 0,990	0,275 0,846 0,340 0,274 0,706 -0,623 0,198	0,237 0,977 0,611 0,540 0,230 0,060 0,807
25962	0,214 1,660 0,273 0,127 -0,047 -0,024 0,991	0,284 0,848 0,330 0,210 0,742 -0,604 0,202	0,227 0,977 0,619 0,527 0,196 0,061 0,825
25969	0,214 1,660 0,273 0,127 -0,047 -0,024 0,991	0,284 0,848 0,330 0,210 0,742 -0,604 0,202	0,227 0,977 0,619 0,527 0,196 0,061 0,825
25979	0,214 1,660 0,273 0,127 -0,047 -0,023 0,991	0,297 0,854 0,318 0,109 0,787 -0,570 0,210	0,221 0,979 0,633 0,503 0,166 0,075 0,845
25987	0,214 1,660 0,273 0,127 -0,047 -0,023 0,991	0,297 0,854 0,318 0,109 0,787 -0,570 0,210	0,221 0,979 0,633 0,503 0,166 0,075 0,845
26002	0,214 1,660 0,273 0,127 -0,047 -0,023 0,991	0,297 0,854 0,318 0,109 0,787 -0,570 0,210	0,221 0,979 0,633 0,503 0,166 0,075 0,845
26015	0,214 1,660 0,272 0,126 -0,047 -0,023 0,991	0,308 0,872 0,306 -0,049 0,822 -0,521 0,226	0,216 0,982 0,650 0,461 0,155 0,110 0,867
26025	0,214 1,660 0,272 0,126 -0,047 -0,023 0,991	0,308 0,872 0,306 -0,049 0,822 -0,521 0,226	0,216 0,982 0,650 0,461 0,155 0,110 0,867
26033	0,214 1,660 0,272 0,126 -0,047 -0,023 0,991	0,308 0,872 0,306 -0,049 0,822 -0,521 0,226	0,216 0,982 0,650 0,461 0,155 0,110 0,867
26045	0,214 1,660 0,273 0,126 -0,046 -0,023 0,991	0,303 0,868 0,307 -0,026 0,813 -0,545 0,206	0,215 0,983 0,643 0,446 0,163 0,120 0,872
26054	0,214 1,661 0,272 0,124 -0,044 -0,024 0,991	0,301 0,869 0,300 -0,132 0,816 -0,542 0,153	0,204 0,986 0,651 0,377 0,139 0,176 0,899
26063	0,214 1,661 0,272 0,124 -0,044 -0,023 0,991	0,300 0,868 0,301 -0,116 0,813 -0,551 0,147	0,204 0,985 0,649 0,395 0,134 0,172 0,892
26072	0,215 1,661 0,271 0,122 -0,041 -0,022 0,991	0,293 0,862 0,299 -0,162 0,804 -0,566 0,084	0,196 0,980 0,654 0,391 0,101 0,206 0,891
26089	0,215 1,661 0,271 0,122 -0,041 -0,022 0,991	0,293 0,862 0,299 -0,162 0,804 -0,566 0,084	0,196 0,980 0,654 0,391 0,101 0,206 0,891
26099	0,218 1,662 0,271 0,123 -0,043 -0,023 0,991	0,289 0,863 0,301 -0,129 0,803 -0,576 0,078	0,197 0,977 0,640 0,429 0,094 0,196 0,877
26106	0,218 1,662 0,271 0,123 -0,043 -0,023 0,991	0,289 0,863 0,301 -0,129 0,803 -0,576 0,078	0,197 0,977 0,640 0,429 0,094 0,196 0,877
26117	0,218 1,662 0,271 0,123 -0,043 -0,023 0,991	0,289 0,863 0,301 -0,129 0,803 -0,576 0,078	0,197 0,977 0,640 0,429 0,094 0,196 0,877
26130	0,219 1,663 0,270 0,123 -0,042 -0,022 0,991	0,270 0,855 0,307 0,153 -0,776 0,611 0,047	0,184 0,964 0,633 0,498 0,017 0,247 0,831
26141	0,219 1,663 0,269 0,123 -0,042 -0,023 0,991	0,266 0,854 0,310 0,155 -0,770 0,615 0,067	0,184 0,961 0,625 0,517 0,007 0,257 0,816
26154	0,219 1,664 0,269 0,122 -0,042 -0,023 0,991	0,251 0,852 0,320 0,180 -0,738 0,629 0,165	0,172 0,954 0,626 0,576 -0,060 0,311 0,753
26170	0,217 1,663 0,269 0,122 -0,043 -0,023 0,991	0,247 0,851 0,323 0,199 -0,731 0,626 0,187	0,167 0,954 0,627 0,581 -0,089 0,338 0,735
26178	0,217 1,663 0,269 0,122 -0,043 -0,023 0,991	0,247 0,851 0,323 0,199 -0,731 0,626 0,187	0,167 0,954 0,627 0,581 -0,089 0,338 0,735
26184	0,217 1,663 0,269 0,122 -0,043 -0,023 0,991	0,247 0,851 0,323 0,199 -0,731 0,626 0,187	0,167 0,954 0,627 0,581 -0,089 0,338 0,735
26197	0,216 1,662 0,269 0,121 -0,042 -0,023 0,991	0,242 0,848 0,323 0,237 -0,735 0,608 0,185	0,167 0,957 0,636 0,488 -0,093 0,404 0,768
26205	0,216 1,662 0,269 0,121 -0,042 -0,023 0,991	0,242 0,848 0,323 0,237 -0,735 0,608 0,185	0,167 0,957 0,636 0,488 -0,093 0,404 0,768
26220	0,217 1,663 0,268 0,120 -0,041 -0,024 0,992	0,234 0,845 0,330 0,298 -0,724 0,584 0,215	0,157 0,968 0,654 0,390 -0,097 0,446 0,800
26232	0,217 1,663 0,267 0,119 -0,040 -0,023 0,992	0,229 0,844 0,334 0,337 -0,715 0,568 0,229	0,150 0,975 0,661 0,332 -0,102 0,437 0,830
26257	0,217 1,663 0,267 0,119 -0,040 -0,023 0,992	0,229 0,844 0,334 0,337 -0,715 0,568 0,229	0,150 0,975 0,661 0,332 -0,102 0,437 0,830
26265	0,216 1,663 0,267 0,120 -0,038 -0,022 0,992	0,215 0,841 0,349 0,384 -0,687 0,550 0,280	0,144 0,988 0,673 0,287 -0,089 0,323 0,898
26276	0,216 1,663 0,267 0,120 -0,038 -0,022 0,992	0,215 0,841 0,349 0,384 -0,687 0,550 0,280	0,144 0,988 0,673 0,287 -0,089 0,323 0,898
26284	0,216 1,663 0,267 0,120 -0,038 -0,022 0,992	0,211 0,840 0,354 0,384 -0,678 0,549 0,302	0,144 0,990 0,675 0,281 -0,078 0,309 0,905
26293	0,215 1,663 0,267 0,120 -0,038 -0,022 0,992	0,210 0,840 0,355 0,370 -0,679 0,554 0,308	0,144 0,989 0,674 0,296 -0,073 0,318 0,898
26309	0,215 1,663 0,267 0,119 -0,037 -0,022 0,992	0,199 0,839 0,368 0,374 -0,656 0,545 0,365	0,145 0,996 0,677 0,278 -0,053 0,294 0,913
26333	0,215 1,663 0,267 0,119 -0,037 -0,022 0,992	0,199 0,839 0,368 0,374 -0,656 0,545 0,365	0,145 0,996 0,677 0,278 -0,053 0,294 0,913
26341	0,214 1,662 0,266 0,117 -0,037 -0,022 0,992	0,184 0,840 0,390 0,348 -0,619 0,534 0,459	0,141 1,004 0,677 0,292 -0,042 0,309 0,904
26368	0,213 1,662 0,266 0,118 -0,038 -0,022 0,992	0,176 0,842 0,404 0,347 -0,590 0,522 0,509	0,136 1,008 0,677 0,290 -0,048 0,316 0,902
26376	0,213 1,662 0,266 0,118 -0,038 -0,022 0,992	0,176 0,842 0,404 0,347 -0,590 0,522 0,509	0,136 1,008 0,677 0,290 -0,048 0,316 0,902
26388	0,213 1,662 0,266 0,118 -0,038 -0,022 0,992	0,175 0,843 0,409 0,360 -0,579 0,519 0,516	0,135 1,012 0,678 0,279 -0,051 0,314 0,906
26409	0,213 1,662 0,266 0,118 -0,038 -0,022 0,992	0,175 0,843 0,409 0,360 -0,579 0,519 0,516	0,135 1,012 0,678 0,279 -0,051 0,314 0,906
26418	0,212 1,662 0,265 0,118 -0,038 -0,022 0,992	0,173 0,844 0,426 0,392 -0,533 0,505 0,554	0,133 1,030 0,677 0,231 -0,025 0,300 0,925
26426	0,212 1,662 0,265 0,117 -0,038 -0,021 0,992	0,174 0,844 0,436 0,433 -0,496 0,498 0,564	0,141 1,046 0,677 0,180 0,042 0,277 0,943
26433	0,212 1,662 0,265 0,117 -0,038 -0,021 0,992	0,174 0,844 0,436 0,433 -0,496 0,498 0,564	0,141 1,046 0,677 0,180 0,042 0,277 0,943
26455	0,212 1,662 0,265 0,117 -0,038 -0,021 0,992	0,174 0,844 0,436 0,433 -0,496 0,498 0,564	0,141 1,046 0,677 0,180 0,042 0,277 0,943
26466	0,211 1,663 0,264 0,116 -0,038 -0,020 0,992	0,176 0,845 0,446 0,469 -0,455 0,490 0,577	0,132 1,058 0,689 0,143 0,031 0,346 0,927
26476	0,211 1,663 0,264 0,116 -0,038 -0,020 0,992	0,176 0,845 0,446 0,469 -0,455 0,490 0,577	0,132 1,058 0,689 0,143 0,031 0,346 0,927
26488	0,211 1,662 0,264 0,116 -0,038 -0,020 0,992	0,175 0,845 0,450 0,467 -0,449 0,485 0,588	0,138 1,056 0,687 0,167 0,029 0,368 0,914
26497	0,211 1,662 0,264 0,116 -0,038 -0,020 0,992	0,175 0,845 0,450 0,467 -0,449 0,485 0,588	0,138 1,056 0,687 0,167 0,029 0,368 0,914
26507	0,211 1,662 0,263 0,115 -0,038 -0,020 0,992	0,174 0,846 0,460 0,473 -0,412 0,466 0,624	0,138 1,060 0,688 0,164 0,034 0,432 0,886
26528	0,211 1,662 0,263 0,115 -0,038 -0,020 0,992	0,174 0,846 0,460 0,473 -0,412 0,466 0,624	0,138 1,060 0,688 0,164 0,034 0,432 0,886
26537	0,215 1,664 0,262 0,115 -0,038 -0,020 0,992	0,171 0,848 0,465 0,466 -0,399 0,451 0,649	0,140 1,061 0,690 0,168 0,032 0,438 0,883
26549	0,215 1,665 0,262 0,114 -0,038 -0,021 0,992	0,170 0,849 0,467 0,463 -0,391 0,437 0,665	0,141 1,063 0,691 0,165 0,032 0,428 0,888
26589	0,215 1,665 0,262 0,114 -0,038 -0,021 0,992	0,170 0,849 0,467 0,463 -0,391 0,437 0,665	0,141 1,063 0,691 0,165 0,032 0,428 0,888
26601	0,216 1,665 0,260 0,114 -0,039 -0,021 0,992	0,168 0,849 0,467 0,477 -0,380 0,401 0,684	0,140 1,066 0,695 0,157 0,030 0,415 0,896
26617	0,216 1,665 0,260 0,114 -0,040 -0,021 0,992	0,169 0,848 0,462 0,506 -0,372 0,377 0,681	0,135 1,066 0,696 0,157 0,016 0,425 0,891
26633	0,216 1,665 0,260 0,114 -0,040 -0,021 0,992	0,169 0,848 0,462 0,506 -0,372 0,377 0,681	0,135 1,066 0,696 0,157 0,016 0,425 0,891
26645	0,215 1,665 0,260 0,114 -0,040 -0,021 0,993	0,171 0,847 0,459 0,525 -0,368 0,368 0,673	0,132 1,064 0,697 0,157 0,002 0,441 0,884
26661	0,215 1,665 0,259 0,112 -0,039 -0,022 0,993	0,174 0,845 0,449 0,569 -0,356 0,344 0,657	0,125 1,061 0,699 0,159 -0,026 0,462 0,872
