timeDeltas	HMD	RightTracker	LeftTracker
155677	0,206 1,621 0,289 0,276 -0,491 0,122 0,817	-0,001 1,070 0,479 -0,034 -0,520 0,001 0,854	-0,071 1,131 0,217 -0,176 -0,591 -0,151 0,773
155683	0,206 1,621 0,289 0,276 -0,491 0,122 0,817	-0,001 1,070 0,479 -0,034 -0,520 0,001 0,854	-0,071 1,131 0,217 -0,176 -0,591 -0,151 0,773
155715	0,206 1,621 0,289 0,276 -0,491 0,122 0,817	-0,001 1,070 0,479 -0,034 -0,520 0,001 0,854	-0,071 1,131 0,217 -0,176 -0,591 -0,151 0,773
155723	0,206 1,621 0,289 0,276 -0,491 0,123 0,817	-0,003 1,069 0,480 -0,034 -0,520 0,005 0,853	-0,072 1,131 0,217 -0,176 -0,591 -0,151 0,772
155751	0,206 1,621 0,289 0,276 -0,491 0,123 0,817	-0,003 1,069 0,480 -0,034 -0,520 0,005 0,853	-0,072 1,131 0,217 -0,176 -0,591 -0,151 0,772
155759	0,206 1,621 0,289 0,277 -0,490 0,124 0,817	-0,003 1,068 0,481 -0,031 -0,521 0,007 0,853	-0,071 1,130 0,218 -0,177 -0,591 -0,150 0,772
155766	0,206 1,621 0,289 0,277 -0,490 0,124 0,817	-0,003 1,068 0,481 -0,031 -0,521 0,007 0,853	-0,071 1,130 0,218 -0,177 -0,591 -0,150 0,772
155787	0,206 1,621 0,289 0,277 -0,490 0,124 0,817	-0,003 1,068 0,481 -0,031 -0,521 0,007 0,853	-0,071 1,130 0,218 -0,177 -0,591 -0,150 0,772
155800	0,206 1,621 0,289 0,277 -0,490 0,124 0,818	-0,004 1,068 0,481 -0,032 -0,521 0,006 0,853	-0,071 1,130 0,218 -0,177 -0,591 -0,150 0,773
155812	0,206 1,621 0,289 0,277 -0,490 0,124 0,818	-0,004 1,068 0,481 -0,032 -0,521 0,006 0,853	-0,071 1,130 0,218 -0,177 -0,591 -0,150 0,773
155822	0,206 1,621 0,289 0,277 -0,490 0,124 0,818	-0,004 1,068 0,481 -0,032 -0,521 0,006 0,853	-0,071 1,130 0,218 -0,177 -0,591 -0,150 0,773
155831	0,205 1,621 0,289 0,276 -0,489 0,125 0,818	-0,005 1,068 0,482 -0,033 -0,520 0,008 0,853	-0,071 1,130 0,218 -0,177 -0,592 -0,149 0,772
155839	0,205 1,621 0,289 0,276 -0,489 0,125 0,818	-0,005 1,068 0,482 -0,033 -0,520 0,008 0,853	-0,071 1,130 0,218 -0,177 -0,592 -0,149 0,772
155847	0,205 1,621 0,289 0,276 -0,489 0,125 0,818	-0,005 1,068 0,482 -0,033 -0,520 0,008 0,853	-0,071 1,130 0,218 -0,177 -0,592 -0,149 0,772
155865	0,205 1,621 0,289 0,276 -0,489 0,125 0,818	-0,005 1,068 0,482 -0,033 -0,520 0,008 0,853	-0,071 1,130 0,218 -0,177 -0,592 -0,149 0,772
155877	0,206 1,621 0,289 0,276 -0,488 0,126 0,819	-0,006 1,069 0,486 -0,037 -0,516 0,008 0,856	-0,071 1,130 0,218 -0,177 -0,592 -0,149 0,772
155910	0,206 1,621 0,289 0,276 -0,488 0,126 0,819	-0,006 1,069 0,486 -0,037 -0,516 0,008 0,856	-0,071 1,130 0,218 -0,177 -0,592 -0,149 0,772
155922	0,206 1,621 0,289 0,276 -0,488 0,126 0,819	-0,007 1,069 0,486 -0,037 -0,515 0,008 0,856	-0,071 1,130 0,218 -0,177 -0,592 -0,149 0,772
155929	0,206 1,621 0,289 0,276 -0,488 0,126 0,819	-0,007 1,069 0,486 -0,037 -0,515 0,008 0,856	-0,071 1,130 0,218 -0,177 -0,592 -0,149 0,772
155937	0,206 1,621 0,289 0,276 -0,488 0,126 0,819	-0,007 1,069 0,486 -0,037 -0,515 0,008 0,856	-0,071 1,130 0,218 -0,177 -0,592 -0,149 0,772
155967	0,206 1,621 0,289 0,276 -0,488 0,126 0,819	-0,007 1,069 0,486 -0,037 -0,515 0,008 0,856	-0,071 1,130 0,218 -0,177 -0,592 -0,149 0,772
155975	0,206 1,621 0,290 0,277 -0,485 0,126 0,820	-0,010 1,070 0,497 -0,043 -0,501 0,014 0,864	-0,071 1,129 0,217 -0,176 -0,592 -0,149 0,772
155991	0,206 1,621 0,290 0,277 -0,485 0,126 0,820	-0,010 1,070 0,497 -0,043 -0,501 0,014 0,864	-0,071 1,129 0,217 -0,176 -0,592 -0,149 0,772
156002	0,207 1,620 0,290 0,277 -0,483 0,126 0,821	-0,014 1,071 0,502 -0,044 -0,499 0,017 0,865	-0,071 1,130 0,217 -0,176 -0,592 -0,150 0,772
156010	0,207 1,620 0,290 0,277 -0,483 0,126 0,821	-0,014 1,071 0,502 -0,044 -0,499 0,017 0,865	-0,071 1,130 0,217 -0,176 -0,592 -0,150 0,772
156023	0,207 1,620 0,290 0,277 -0,483 0,126 0,821	-0,014 1,071 0,502 -0,044 -0,499 0,017 0,865	-0,071 1,130 0,217 -0,176 -0,592 -0,150 0,772
156034	0,207 1,620 0,290 0,278 -0,482 0,126 0,822	-0,018 1,075 0,505 -0,049 -0,505 0,016 0,862	-0,071 1,130 0,217 -0,176 -0,592 -0,150 0,772
156044	0,207 1,620 0,290 0,278 -0,482 0,126 0,822	-0,018 1,075 0,505 -0,049 -0,505 0,016 0,862	-0,071 1,130 0,217 -0,176 -0,592 -0,150 0,772
156051	0,207 1,620 0,290 0,278 -0,482 0,126 0,822	-0,018 1,075 0,505 -0,049 -0,505 0,016 0,862	-0,071 1,130 0,217 -0,176 -0,592 -0,150 0,772
156085	0,207 1,620 0,290 0,278 -0,482 0,126 0,822	-0,018 1,075 0,505 -0,049 -0,505 0,016 0,862	-0,071 1,130 0,217 -0,176 -0,592 -0,150 0,772
156093	0,207 1,620 0,290 0,277 -0,481 0,126 0,822	-0,021 1,077 0,506 -0,049 -0,509 0,019 0,859	-0,071 1,130 0,216 -0,177 -0,593 -0,150 0,771
156099	0,207 1,620 0,290 0,277 -0,481 0,126 0,822	-0,021 1,077 0,506 -0,049 -0,509 0,019 0,859	-0,071 1,130 0,216 -0,177 -0,593 -0,150 0,771
156114	0,207 1,620 0,290 0,277 -0,481 0,126 0,822	-0,021 1,077 0,506 -0,049 -0,509 0,019 0,859	-0,071 1,130 0,216 -0,177 -0,593 -0,150 0,771
156137	0,207 1,620 0,290 0,277 -0,480 0,127 0,823	-0,024 1,077 0,507 -0,043 -0,517 0,026 0,855	-0,072 1,129 0,216 -0,177 -0,594 -0,150 0,770
156144	0,207 1,620 0,290 0,277 -0,480 0,127 0,823	-0,024 1,077 0,507 -0,043 -0,517 0,026 0,855	-0,072 1,129 0,216 -0,177 -0,594 -0,150 0,770
156158	0,207 1,620 0,290 0,277 -0,480 0,127 0,823	-0,024 1,077 0,507 -0,043 -0,517 0,026 0,855	-0,072 1,129 0,216 -0,177 -0,594 -0,150 0,770
156175	0,207 1,620 0,290 0,277 -0,479 0,128 0,823	-0,025 1,075 0,509 -0,035 -0,516 0,037 0,855	-0,071 1,130 0,216 -0,177 -0,595 -0,150 0,770
156211	0,207 1,620 0,290 0,277 -0,479 0,128 0,823	-0,025 1,075 0,509 -0,035 -0,516 0,037 0,855	-0,071 1,130 0,216 -0,177 -0,595 -0,150 0,770
156219	0,207 1,620 0,290 0,277 -0,479 0,128 0,823	-0,025 1,076 0,509 -0,037 -0,516 0,035 0,855	-0,071 1,130 0,216 -0,177 -0,595 -0,150 0,770
156245	0,207 1,620 0,290 0,277 -0,479 0,128 0,823	-0,025 1,076 0,509 -0,037 -0,516 0,035 0,855	-0,071 1,130 0,216 -0,177 -0,595 -0,150 0,770
156259	0,207 1,620 0,290 0,277 -0,478 0,128 0,824	-0,024 1,070 0,511 -0,026 -0,509 0,046 0,859	-0,071 1,130 0,216 -0,178 -0,596 -0,149 0,769
156265	0,207 1,620 0,290 0,277 -0,478 0,128 0,824	-0,024 1,070 0,511 -0,026 -0,509 0,046 0,859	-0,071 1,130 0,216 -0,178 -0,596 -0,149 0,769
156300	0,207 1,620 0,290 0,277 -0,478 0,128 0,824	-0,024 1,070 0,511 -0,026 -0,509 0,046 0,859	-0,071 1,130 0,216 -0,178 -0,596 -0,149 0,769
156311	0,207 1,620 0,290 0,277 -0,478 0,128 0,824	-0,023 1,068 0,511 -0,027 -0,509 0,047 0,859	-0,071 1,130 0,215 -0,178 -0,596 -0,148 0,768
156320	0,207 1,620 0,290 0,277 -0,478 0,128 0,824	-0,023 1,068 0,511 -0,027 -0,509 0,047 0,859	-0,071 1,130 0,215 -0,178 -0,596 -0,148 0,768
156335	0,207 1,620 0,290 0,277 -0,478 0,129 0,823	-0,021 1,065 0,510 -0,024 -0,511 0,046 0,858	-0,071 1,129 0,215 -0,178 -0,596 -0,149 0,769
156342	0,207 1,620 0,290 0,277 -0,478 0,129 0,823	-0,021 1,065 0,510 -0,024 -0,511 0,046 0,858	-0,071 1,129 0,215 -0,178 -0,596 -0,149 0,769
156349	0,207 1,620 0,290 0,277 -0,478 0,129 0,823	-0,021 1,065 0,510 -0,024 -0,511 0,046 0,858	-0,071 1,129 0,215 -0,178 -0,596 -0,149 0,769
156386	0,207 1,620 0,290 0,277 -0,478 0,129 0,823	-0,021 1,065 0,510 -0,024 -0,511 0,046 0,858	-0,071 1,129 0,215 -0,178 -0,596 -0,149 0,769
156391	0,207 1,620 0,291 0,277 -0,478 0,129 0,823	-0,019 1,063 0,509 -0,021 -0,510 0,050 0,858	-0,072 1,129 0,215 -0,177 -0,596 -0,149 0,769
156403	0,207 1,620 0,291 0,277 -0,478 0,129 0,823	-0,019 1,063 0,509 -0,021 -0,510 0,050 0,858	-0,072 1,129 0,215 -0,177 -0,596 -0,149 0,769
156420	0,207 1,620 0,291 0,278 -0,478 0,129 0,823	-0,018 1,061 0,510 -0,022 -0,506 0,048 0,861	-0,072 1,128 0,215 -0,176 -0,597 -0,149 0,768
156428	0,207 1,620 0,291 0,278 -0,478 0,129 0,823	-0,018 1,061 0,510 -0,022 -0,506 0,048 0,861	-0,072 1,128 0,215 -0,176 -0,597 -0,149 0,768
156435	0,207 1,620 0,291 0,278 -0,478 0,129 0,823	-0,018 1,061 0,510 -0,022 -0,506 0,048 0,861	-0,072 1,128 0,215 -0,176 -0,597 -0,149 0,768
156454	0,207 1,620 0,291 0,278 -0,478 0,129 0,823	-0,018 1,061 0,510 -0,022 -0,506 0,048 0,861	-0,072 1,128 0,215 -0,176 -0,597 -0,149 0,768
156463	0,206 1,620 0,291 0,279 -0,477 0,130 0,824	-0,016 1,062 0,509 -0,023 -0,506 0,039 0,861	-0,073 1,128 0,215 -0,176 -0,597 -0,149 0,768
156473	0,206 1,620 0,291 0,279 -0,477 0,130 0,824	-0,016 1,062 0,509 -0,023 -0,506 0,039 0,861	-0,073 1,128 0,215 -0,176 -0,597 -0,149 0,768
156480	0,206 1,620 0,291 0,279 -0,477 0,130 0,824	-0,016 1,062 0,509 -0,023 -0,506 0,039 0,861	-0,073 1,128 0,215 -0,176 -0,597 -0,149 0,768
156493	0,206 1,620 0,291 0,279 -0,477 0,130 0,824	-0,016 1,062 0,509 -0,023 -0,506 0,039 0,861	-0,073 1,128 0,215 -0,176 -0,597 -0,149 0,768
156509	0,206 1,620 0,291 0,279 -0,477 0,130 0,824	-0,016 1,062 0,509 -0,023 -0,506 0,039 0,861	-0,073 1,128 0,215 -0,176 -0,597 -0,149 0,768
156520	0,206 1,620 0,292 0,280 -0,476 0,130 0,823	-0,015 1,060 0,509 -0,022 -0,508 0,043 0,860	-0,072 1,128 0,215 -0,176 -0,596 -0,149 0,769
156534	0,206 1,620 0,292 0,280 -0,476 0,130 0,823	-0,015 1,060 0,509 -0,022 -0,508 0,043 0,860	-0,072 1,128 0,215 -0,176 -0,596 -0,149 0,769
156544	0,205 1,619 0,293 0,282 -0,476 0,130 0,823	-0,013 1,058 0,508 -0,019 -0,507 0,043 0,860	-0,072 1,128 0,216 -0,176 -0,596 -0,149 0,770
156566	0,205 1,619 0,293 0,282 -0,476 0,130 0,823	-0,013 1,058 0,508 -0,019 -0,507 0,043 0,860	-0,072 1,128 0,216 -0,176 -0,596 -0,149 0,770
156581	0,205 1,619 0,293 0,282 -0,476 0,130 0,823	-0,013 1,058 0,508 -0,019 -0,507 0,043 0,860	-0,072 1,128 0,216 -0,176 -0,596 -0,149 0,770
156589	0,205 1,619 0,292 0,281 -0,476 0,130 0,823	-0,013 1,059 0,508 -0,019 -0,507 0,043 0,860	-0,072 1,128 0,216 -0,176 -0,596 -0,149 0,769
156596	0,205 1,619 0,292 0,281 -0,476 0,130 0,823	-0,013 1,059 0,508 -0,019 -0,507 0,043 0,860	-0,072 1,128 0,216 -0,176 -0,596 -0,149 0,769
156618	0,205 1,619 0,292 0,281 -0,476 0,130 0,823	-0,013 1,059 0,508 -0,019 -0,507 0,043 0,860	-0,072 1,128 0,216 -0,176 -0,596 -0,149 0,769
156634	0,205 1,619 0,294 0,281 -0,474 0,129 0,824	-0,012 1,058 0,509 -0,018 -0,505 0,047 0,862	-0,072 1,128 0,218 -0,176 -0,595 -0,148 0,770
156641	0,205 1,619 0,294 0,281 -0,474 0,129 0,824	-0,012 1,058 0,509 -0,018 -0,505 0,047 0,862	-0,072 1,128 0,218 -0,176 -0,595 -0,148 0,770
156660	0,205 1,619 0,294 0,281 -0,474 0,129 0,824	-0,012 1,058 0,509 -0,018 -0,505 0,047 0,862	-0,072 1,128 0,218 -0,176 -0,595 -0,148 0,770
156670	0,204 1,619 0,294 0,282 -0,474 0,129 0,824	-0,012 1,059 0,508 -0,019 -0,505 0,043 0,862	-0,072 1,127 0,218 -0,176 -0,595 -0,148 0,771
156682	0,204 1,619 0,294 0,282 -0,474 0,129 0,824	-0,012 1,059 0,508 -0,019 -0,505 0,043 0,862	-0,072 1,127 0,218 -0,176 -0,595 -0,148 0,771
156691	0,204 1,619 0,294 0,282 -0,474 0,129 0,824	-0,012 1,059 0,508 -0,019 -0,505 0,043 0,862	-0,072 1,127 0,218 -0,176 -0,595 -0,148 0,771
156719	0,204 1,619 0,294 0,282 -0,474 0,129 0,824	-0,012 1,059 0,508 -0,019 -0,505 0,043 0,862	-0,072 1,127 0,218 -0,176 -0,595 -0,148 0,771
156731	0,204 1,619 0,294 0,282 -0,474 0,129 0,824	-0,013 1,062 0,507 -0,024 -0,507 0,034 0,861	-0,071 1,127 0,219 -0,176 -0,594 -0,147 0,771
156742	0,204 1,619 0,295 0,282 -0,475 0,129 0,824	-0,013 1,061 0,505 -0,023 -0,512 0,033 0,858	-0,072 1,127 0,219 -0,176 -0,594 -0,147 0,771
156760	0,204 1,619 0,295 0,282 -0,475 0,129 0,824	-0,013 1,061 0,505 -0,023 -0,512 0,033 0,858	-0,072 1,127 0,219 -0,176 -0,594 -0,147 0,771
156775	0,204 1,619 0,295 0,282 -0,475 0,129 0,824	-0,013 1,061 0,505 -0,023 -0,512 0,033 0,858	-0,072 1,127 0,219 -0,176 -0,594 -0,147 0,771
156791	0,204 1,619 0,295 0,283 -0,475 0,128 0,824	-0,013 1,062 0,504 -0,024 -0,515 0,033 0,856	-0,072 1,127 0,219 -0,176 -0,594 -0,148 0,771
156800	0,204 1,619 0,295 0,283 -0,475 0,128 0,824	-0,013 1,062 0,504 -0,024 -0,515 0,033 0,856	-0,072 1,127 0,219 -0,176 -0,594 -0,148 0,771
156808	0,204 1,619 0,295 0,283 -0,475 0,128 0,824	-0,013 1,062 0,504 -0,024 -0,515 0,033 0,856	-0,072 1,127 0,219 -0,176 -0,594 -0,148 0,771
156827	0,204 1,619 0,295 0,283 -0,475 0,128 0,824	-0,013 1,062 0,504 -0,024 -0,515 0,033 0,856	-0,072 1,127 0,219 -0,176 -0,594 -0,148 0,771
156850	0,204 1,619 0,296 0,283 -0,474 0,128 0,824	-0,014 1,062 0,504 -0,023 -0,515 0,030 0,857	-0,072 1,128 0,219 -0,176 -0,595 -0,148 0,771
156877	0,204 1,619 0,296 0,283 -0,474 0,128 0,824	-0,014 1,062 0,504 -0,023 -0,515 0,030 0,857	-0,072 1,128 0,219 -0,176 -0,595 -0,148 0,771
156888	0,204 1,619 0,296 0,283 -0,474 0,127 0,824	-0,014 1,062 0,502 -0,023 -0,518 0,028 0,855	-0,073 1,128 0,219 -0,176 -0,595 -0,149 0,770
156918	0,204 1,619 0,296 0,283 -0,474 0,127 0,824	-0,014 1,062 0,502 -0,023 -0,518 0,028 0,855	-0,073 1,128 0,219 -0,176 -0,595 -0,149 0,770
156931	0,203 1,619 0,296 0,283 -0,475 0,127 0,824	-0,015 1,063 0,501 -0,024 -0,520 0,026 0,853	-0,073 1,128 0,218 -0,176 -0,596 -0,149 0,769
156939	0,203 1,619 0,296 0,283 -0,475 0,127 0,824	-0,015 1,063 0,501 -0,024 -0,520 0,026 0,853	-0,073 1,128 0,218 -0,176 -0,596 -0,149 0,769
156950	0,203 1,619 0,296 0,283 -0,475 0,127 0,824	-0,015 1,063 0,501 -0,024 -0,520 0,026 0,853	-0,073 1,128 0,218 -0,176 -0,596 -0,149 0,769
156963	0,204 1,619 0,296 0,283 -0,475 0,127 0,824	-0,015 1,063 0,501 -0,024 -0,520 0,026 0,854	-0,073 1,128 0,218 -0,176 -0,596 -0,149 0,769
156973	0,204 1,619 0,296 0,283 -0,475 0,127 0,824	-0,015 1,063 0,501 -0,024 -0,520 0,026 0,854	-0,073 1,128 0,218 -0,176 -0,596 -0,149 0,769
156981	0,204 1,619 0,296 0,283 -0,475 0,127 0,824	-0,015 1,063 0,501 -0,024 -0,520 0,026 0,854	-0,073 1,128 0,218 -0,176 -0,596 -0,149 0,769
157005	0,204 1,619 0,296 0,283 -0,475 0,127 0,824	-0,015 1,063 0,501 -0,024 -0,520 0,026 0,854	-0,073 1,128 0,218 -0,176 -0,596 -0,149 0,769
157014	0,204 1,619 0,297 0,283 -0,476 0,127 0,823	-0,016 1,064 0,500 -0,026 -0,520 0,026 0,853	-0,073 1,128 0,218 -0,175 -0,597 -0,150 0,769
157038	0,204 1,619 0,297 0,283 -0,476 0,127 0,823	-0,016 1,064 0,500 -0,026 -0,520 0,026 0,853	-0,073 1,128 0,218 -0,175 -0,597 -0,150 0,769
157051	0,204 1,619 0,297 0,283 -0,476 0,127 0,823	-0,016 1,064 0,500 -0,026 -0,520 0,024 0,853	-0,073 1,128 0,217 -0,175 -0,596 -0,150 0,769
157059	0,204 1,619 0,297 0,283 -0,476 0,127 0,823	-0,016 1,064 0,500 -0,026 -0,520 0,024 0,853	-0,073 1,128 0,217 -0,175 -0,596 -0,150 0,769
157068	0,204 1,619 0,297 0,283 -0,476 0,127 0,823	-0,016 1,064 0,500 -0,026 -0,520 0,024 0,853	-0,073 1,128 0,217 -0,175 -0,596 -0,150 0,769
157088	0,204 1,619 0,297 0,284 -0,475 0,127 0,823	-0,017 1,067 0,499 -0,033 -0,520 0,017 0,853	-0,073 1,128 0,218 -0,175 -0,596 -0,150 0,769
157096	0,204 1,619 0,297 0,284 -0,475 0,127 0,823	-0,017 1,067 0,499 -0,033 -0,520 0,017 0,853	-0,073 1,128 0,218 -0,175 -0,596 -0,150 0,769
157107	0,204 1,619 0,297 0,284 -0,475 0,127 0,823	-0,017 1,067 0,499 -0,033 -0,520 0,017 0,853	-0,073 1,128 0,218 -0,175 -0,596 -0,150 0,769
157124	0,204 1,619 0,298 0,284 -0,475 0,127 0,823	-0,017 1,067 0,498 -0,031 -0,522 0,017 0,852	-0,073 1,128 0,218 -0,175 -0,596 -0,149 0,769
157131	0,204 1,619 0,298 0,284 -0,475 0,127 0,823	-0,017 1,067 0,498 -0,031 -0,522 0,017 0,852	-0,073 1,128 0,218 -0,175 -0,596 -0,149 0,769
157149	0,204 1,619 0,298 0,284 -0,475 0,127 0,823	-0,017 1,067 0,498 -0,031 -0,522 0,017 0,852	-0,073 1,128 0,218 -0,175 -0,596 -0,149 0,769
157160	0,204 1,619 0,298 0,284 -0,475 0,127 0,823	-0,017 1,068 0,498 -0,032 -0,521 0,017 0,853	-0,073 1,128 0,218 -0,175 -0,596 -0,149 0,769
157172	0,204 1,619 0,298 0,284 -0,475 0,127 0,823	-0,017 1,068 0,498 -0,032 -0,521 0,017 0,853	-0,073 1,128 0,218 -0,175 -0,596 -0,149 0,769
157180	0,204 1,619 0,298 0,284 -0,475 0,127 0,823	-0,017 1,068 0,498 -0,032 -0,521 0,017 0,853	-0,073 1,128 0,218 -0,175 -0,596 -0,149 0,769
157198	0,204 1,619 0,298 0,284 -0,475 0,127 0,823	-0,017 1,068 0,498 -0,032 -0,521 0,017 0,853	-0,073 1,128 0,218 -0,175 -0,596 -0,149 0,769
157208	0,203 1,619 0,299 0,285 -0,475 0,126 0,823	-0,017 1,067 0,498 -0,031 -0,521 0,017 0,853	-0,073 1,128 0,219 -0,174 -0,596 -0,149 0,769
157217	0,203 1,619 0,299 0,285 -0,475 0,126 0,823	-0,017 1,067 0,498 -0,031 -0,521 0,017 0,853	-0,073 1,128 0,219 -0,174 -0,596 -0,149 0,769
157226	0,203 1,619 0,299 0,285 -0,475 0,126 0,823	-0,017 1,067 0,498 -0,031 -0,521 0,017 0,853	-0,073 1,128 0,219 -0,174 -0,596 -0,149 0,769
157238	0,203 1,619 0,299 0,284 -0,475 0,127 0,823	-0,017 1,067 0,499 -0,031 -0,520 0,019 0,853	-0,073 1,128 0,219 -0,175 -0,596 -0,150 0,769
157246	0,203 1,619 0,299 0,284 -0,475 0,127 0,823	-0,017 1,067 0,499 -0,031 -0,520 0,019 0,853	-0,073 1,128 0,219 -0,175 -0,596 -0,150 0,769
157252	0,203 1,619 0,299 0,284 -0,475 0,127 0,823	-0,017 1,067 0,499 -0,031 -0,520 0,019 0,853	-0,073 1,128 0,219 -0,175 -0,596 -0,150 0,769
157267	0,203 1,619 0,299 0,284 -0,475 0,127 0,823	-0,017 1,067 0,499 -0,031 -0,520 0,019 0,853	-0,073 1,128 0,219 -0,175 -0,596 -0,150 0,769
157285	0,203 1,619 0,299 0,284 -0,475 0,127 0,823	-0,017 1,067 0,499 -0,031 -0,520 0,019 0,853	-0,073 1,128 0,219 -0,175 -0,596 -0,150 0,769
157296	0,203 1,619 0,299 0,284 -0,475 0,127 0,823	-0,017 1,066 0,499 -0,029 -0,521 0,020 0,853	-0,073 1,128 0,219 -0,175 -0,597 -0,150 0,769
157302	0,203 1,619 0,299 0,284 -0,475 0,127 0,823	-0,017 1,066 0,499 -0,029 -0,521 0,020 0,853	-0,073 1,128 0,219 -0,175 -0,597 -0,150 0,769
157324	0,203 1,619 0,299 0,284 -0,475 0,127 0,823	-0,017 1,066 0,499 -0,029 -0,521 0,020 0,853	-0,073 1,128 0,219 -0,175 -0,597 -0,150 0,769
157333	0,203 1,619 0,300 0,285 -0,475 0,126 0,823	-0,016 1,065 0,499 -0,028 -0,521 0,021 0,853	-0,073 1,128 0,219 -0,175 -0,596 -0,150 0,769
157365	0,203 1,619 0,300 0,285 -0,475 0,126 0,823	-0,016 1,065 0,499 -0,028 -0,521 0,021 0,853	-0,073 1,128 0,219 -0,175 -0,596 -0,150 0,769
157386	0,203 1,619 0,300 0,285 -0,475 0,126 0,823	-0,016 1,065 0,499 -0,028 -0,521 0,021 0,853	-0,073 1,128 0,219 -0,175 -0,596 -0,150 0,769
157394	0,203 1,619 0,300 0,285 -0,475 0,126 0,823	-0,016 1,065 0,499 -0,028 -0,521 0,021 0,853	-0,073 1,128 0,219 -0,175 -0,596 -0,150 0,769
157405	0,203 1,619 0,300 0,284 -0,475 0,126 0,823	-0,015 1,063 0,500 -0,026 -0,520 0,024 0,854	-0,073 1,128 0,219 -0,174 -0,597 -0,150 0,769
157419	0,203 1,619 0,300 0,284 -0,475 0,126 0,823	-0,015 1,063 0,500 -0,026 -0,520 0,024 0,854	-0,073 1,128 0,219 -0,174 -0,597 -0,150 0,769
157428	0,203 1,619 0,300 0,284 -0,475 0,126 0,823	-0,015 1,063 0,500 -0,026 -0,520 0,024 0,854	-0,073 1,128 0,219 -0,174 -0,597 -0,150 0,769
157435	0,203 1,619 0,300 0,284 -0,475 0,126 0,823	-0,015 1,063 0,500 -0,026 -0,520 0,024 0,854	-0,073 1,128 0,219 -0,174 -0,597 -0,150 0,769
157455	0,203 1,619 0,300 0,284 -0,475 0,126 0,823	-0,015 1,063 0,500 -0,026 -0,520 0,024 0,854	-0,073 1,128 0,219 -0,174 -0,597 -0,150 0,769
157468	0,203 1,619 0,300 0,284 -0,475 0,126 0,823	-0,015 1,063 0,501 -0,026 -0,518 0,023 0,855	-0,073 1,128 0,220 -0,174 -0,596 -0,150 0,769
157487	0,203 1,619 0,300 0,284 -0,475 0,126 0,823	-0,015 1,063 0,501 -0,026 -0,518 0,023 0,855	-0,073 1,128 0,220 -0,174 -0,596 -0,150 0,769
157496	0,203 1,619 0,301 0,284 -0,475 0,125 0,823	-0,015 1,063 0,502 -0,027 -0,517 0,023 0,855	-0,074 1,128 0,220 -0,174 -0,596 -0,150 0,770
157505	0,203 1,619 0,301 0,284 -0,475 0,125 0,823	-0,015 1,063 0,502 -0,027 -0,517 0,023 0,855	-0,074 1,128 0,220 -0,174 -0,596 -0,150 0,770
157537	0,203 1,619 0,301 0,284 -0,475 0,125 0,823	-0,015 1,063 0,502 -0,027 -0,517 0,023 0,855	-0,074 1,128 0,220 -0,174 -0,596 -0,150 0,770
157545	0,203 1,619 0,300 0,284 -0,475 0,125 0,823	-0,015 1,063 0,502 -0,027 -0,517 0,023 0,855	-0,074 1,128 0,220 -0,174 -0,596 -0,150 0,770
157554	0,203 1,619 0,300 0,284 -0,475 0,125 0,823	-0,015 1,063 0,502 -0,027 -0,517 0,023 0,855	-0,074 1,128 0,220 -0,174 -0,596 -0,150 0,770
157569	0,203 1,619 0,301 0,284 -0,475 0,125 0,824	-0,015 1,064 0,502 -0,027 -0,516 0,022 0,856	-0,074 1,128 0,221 -0,174 -0,596 -0,150 0,770
157576	0,203 1,619 0,301 0,284 -0,475 0,125 0,824	-0,015 1,064 0,502 -0,027 -0,516 0,022 0,856	-0,074 1,128 0,221 -0,174 -0,596 -0,150 0,770
157583	0,203 1,619 0,301 0,284 -0,475 0,125 0,824	-0,015 1,064 0,502 -0,027 -0,516 0,022 0,856	-0,074 1,128 0,221 -0,174 -0,596 -0,150 0,770
157613	0,203 1,619 0,301 0,284 -0,475 0,125 0,824	-0,015 1,064 0,502 -0,027 -0,516 0,022 0,856	-0,074 1,128 0,221 -0,174 -0,596 -0,150 0,770
157620	0,204 1,620 0,301 0,283 -0,474 0,125 0,824	-0,015 1,064 0,503 -0,029 -0,515 0,023 0,857	-0,074 1,128 0,221 -0,174 -0,596 -0,150 0,770
157655	0,204 1,620 0,301 0,283 -0,474 0,125 0,824	-0,015 1,064 0,503 -0,029 -0,515 0,023 0,857	-0,074 1,128 0,221 -0,174 -0,596 -0,150 0,770
157664	0,204 1,620 0,301 0,283 -0,474 0,125 0,824	-0,015 1,064 0,503 -0,029 -0,515 0,023 0,857	-0,074 1,128 0,221 -0,174 -0,596 -0,150 0,770
157670	0,204 1,620 0,301 0,283 -0,474 0,125 0,824	-0,015 1,064 0,503 -0,029 -0,515 0,023 0,857	-0,074 1,128 0,221 -0,174 -0,596 -0,150 0,770
157702	0,204 1,620 0,301 0,283 -0,474 0,125 0,824	-0,015 1,064 0,503 -0,029 -0,515 0,023 0,857	-0,074 1,128 0,221 -0,174 -0,596 -0,150 0,770
157709	0,204 1,619 0,302 0,282 -0,475 0,123 0,825	-0,014 1,064 0,504 -0,029 -0,511 0,022 0,859	-0,074 1,128 0,222 -0,174 -0,595 -0,150 0,770
157717	0,204 1,619 0,302 0,282 -0,475 0,123 0,825	-0,014 1,064 0,504 -0,029 -0,511 0,022 0,859	-0,074 1,128 0,222 -0,174 -0,595 -0,150 0,770
